kalimat,label
ya kondisinya sudah beda mas makanya banyak baca biar pinteran dikit jangan asal koment tapi malah malu maluin wkwk,1
harusnya kamu yang jadi wakil pak jokowi om sandi,1
suruh telkom yang beli,1
indosat jaringan nya payah masuk gedung sinyal ilang di dalem rumah sinyal idup mati apa yang di banggain beli barang bekas tidak berguna,1
hp saya iphone x bts indosat ada di sebelah rumah saya baru jalan mtr dari bts sinyal tidak aja sudah ngap ngapan apalagi tidak,1
bego perusahaan rugi kayak gitu kok di beli mendingan beli satelit baru bikin perusahaan baru emang kalau tidak ada indosat tidak bisa telepon,3
ngerti tidak sih saham yang di bursa itu tidak sama dengan saham di perusahaan xd,1
ngapain beli perushaan rugi,1
indosat lagi rugi kok malah di beli,1
apain beli perusahaan rugi kemarin jokowi prioritas untuk rakyat dulu daripada gengsi,1
goblok barang rongsokan usang di kejar,3
perusahaan rugi dibeli oon kok dipiara ya demi kemenangan jabatan doang yang kaga ngerti mah ngerasanya bener yang ngerti mah tahu ini cuman sandiwara alias sinetron buat bikin pendukungnya terbuai akhirnya asset negara kembali asset negara yang rugi guoblokk bukan macam freeport yang untung,3
indosat lagi rugi makannya di jual lagi ke investor qatar kemaren kan mayoritas dipegang singapore dan ditawarkan ke indonesia tapi pak jokowi tidak mau karena indosat lagi rugi triliun lebih,1
dari pada buy back mending foll back,1
setuju kalau janji beli indosat tidak usah di tunaikan kenapa karena dulu waktu debat kaitannya dengan satelit dan slot orbit dikuasai indosat jadi masih masuk akal beli indosat buat satelit tapi slot satelit indosat palapa c sudah diambil alih oleh brisat milik bank bri dimana pemerintah indonesia dikasih jatah beberapa transponder slot orbit geostasioner satelit itu terbatas jumlahnya apalagi yang diatas atas masih dekat dengan negara itu nilai strategisnya yang penting bagi pemerintah manapun jadi ngapain beli indosat,1
aja ladeni bang janji adalah janji harus ditepati rebut kembali bang miliki kita yang dulu dijual sama moncong putih,1
kolor bekas pake bapak kamu di buy back aja mau tidak,1
kalo yang ngomong tukang mebel saya tidak yakin,1
kalo t kayanya kecil membeli dengan apbn tapi kenapa dari kemarin tidak di buy back apakah saham isat lagi tidak menguntungkan atau ada alasan lain kenapa indonesia kemarin malah ngeluncurin satelit sendiri bukanya beli saham ini,1
beli kembali aja tanah yang di miliki wowo,1
mending beli lagi saham saritoga haha,1
ada telkomsel ngapain beli indosat yang merugi setiap tahun waduhh,1
akibat jual aset negara,1
hahahhaa isu buyback indosat diangkat lagi pembodohan ini nama nya ngapain beli perusahaan yang jelas malah ngerugiin keuangan negara,1
kebanyakan makan tempe setipis atm sih piara tuh sapi bisa gemuk bego dipiara,3
biar tekor asal kesohor ud gitu aja,1
ngapain juga beli isat satelit ud puluhan tahun mending ganti satelit baru masa iya mau beli satelit usang diiih bego tidak ketulungan,3
apa untungnya beli indosat cuma dompleng beken doang woles,1
majukan telkomsel tingkatkan jaringn satelit lebih bermanfaat banyak buat rakyat,1
mundur kotanya gila warganya,2
perusahaan rugi terus kok mau dibeli payah kamu,1
beli indosat lagi buat apa orang yang pakai indosat aja jarang banyakan telkomsel dan xl,1
tidak penting santai kini kita sudah pnya palapa ring yang jauh lebih canggih bri punya satelit sendiri itu tidak penting,1
indosat sudah rugi mulu ngapain dibeli lagi kalau murah sih tidak apa apa t mending buat besarin telkom telkomsel,1
sebenarnya tujuan buyback indosat itu untungnya apa cuman karena ada nama indo di depannya dendam karena dulu yang jual bu mega ditagih terus karena yang janji pak jokowi atau karena apa perusahaan rugi terus malah diuber uber buyback giliran anker bir perusahaan sehat malah diuber uber minta dijual biasakan berpikir logis,1
mending beli satelite bos bego di piara kambing di piara bisa gemuk,1
lagak kamu kayak lebih kaya dari sendi aja kamu pikir dia sebodoh itu mau beli indosat kamu aja oon kena tepu,3
meminjam bahasa anies beli indosat dimana unsur pembangunannya malah bikin investasi rugi sih sudah benar cara jokowi siapin satelit buat telkom desak indosat ke titik paling rendah tar indosat bubar bangkrut atau jual sahamnya diobral dengan harga yang jauh lebih murah ajaib kan koalisinya saham yang menguntungkan mau dilepas saham yang rugi malah mau dibeli kebalikannya orang normal yang cari saham berprospek menguntungkan,1
goblok lo itu yang beli perusahan asing singaparna wkwk ini masalah wibawa citra indonesia,3
beginilah tipe orang yang sdg cr pencitraan tidak berfikir panjang bisa nya ngebodohin dan membohongi rakyat saja,2
namanya juga kampret otaknya kebalik jadi cara berfikinya juga terbalik,3
orang butuh makanan emang citra bisa dimakan,1
bukalah datanya baru mengerti lah anda barang mana yang patut dibeli atau tidak yang ini tidak,1
beli aja pake uang mami anak,1
kalau t saja tidak sanggup apalagi mimpin indonesia yang punya tanggungan ribuan t forget it sudah,1
hanya triliun kecil bagi indonesia tinggal ngurangin budget infrastruktur yang di atas triliun tidak kerasa tu mah kalau sandi terpilih mudah untuk tepati janji beli indosat saya pikir triliun ternyata hanya triliunan saja,1
karena jokowi tahu beli indosat sama aja beli rongsokan bro dia memang janji tapi tidak mau lakukan secara buta merugikan rakyat kamu lulus sd tidak,2
dasar sampah kalau ri beli satelit sendiri biaya ya lebih murah lagian indosat lagi rugi triliunan makanya di jual ke investor qatar,1
pikiran tua lol infrastrukur lebih penting buy back isat cuma buat gengsi politik emang orang nyebrang sungai bisa pake handphone tua lol,1
baca yang jelas lagi ya,1
tapi rugi indosat dulu dan sekarang beda sekarang not worthed,1
capek deh ini orang cuma mau bego in rakyat aja,2
apakah dengan membeli kembali indosat rakyat miskin bisa kenyang apakah dengan mengambil kembali indosat rakyat miskin bisa punya penghasilan lebih apakah dengan membeli indosat rakyat miskin bisa jadi kaya mendadak dan apa dengan membeli indosat nih negara bisa jadi super power pikir itu pakai otak sudah tidak usah ngeyel melulu minta beli ini minta beli itu yang terakhir hanya sebagai pembuangan dana yang tidak berguna,1
indosat saat ini tidak sehat kenapa harus buy back,1
buat apa sih buyback perusahaan yang merugi terus,1
beli sahamnya dulu dong ah,1
keknya ada yang janji buy back indosat deh,1
perusahaan yang sudah rugi saya aja malas pake indosat,1
daripada beli indosat bikin aja operator baru untuk bersaing dengan indosat lumayan bisa buka lapangan kerja baru,1
bismillah prabowo sandi presiden rakyat indonesia,1
apa aspek strategis dan bisnisnya kalo mau buyback momennya sudah lewat cek dulu performance perusahaannya saat ini jangan hanya move politik aja,1
kinerja nya bagaimana kalau merugi ngapain juga dibeli,1
berarti kalau dibeli sesama bumn telkom sama indosat maen sikut an dong orang maennya dibisnis yang sama,1
seorang investor yang cerdas tahu saat untuk menjual dan saat untuk membeli saham hanya orang yang punya nafsu pencitraan dan sandiwara yang mengabaikan untung ruginya buy back indosat,1
kalo mau jujur coba suruh perusahaan investasi saratoga yang suka akuisisi perusahaan suruh saratoga kaji apakah indosat menguntungkan untuk dibeli atau cuma untuk mengompori rakyat lugu yang tidak tahu kondisi keuangan indosat,1
haha kalo cuma ngitung doang sih bisa pak duitnya pake daun ya,1
saya kira belum saatnya mngkn tunggu periode kalau jadi,1
ngapaen beli saham rugi sandi ada saham publik nya yah biar bisa goreng hahahaha,1
ngapain beli perusahaan yang mau ambruk dasar dungu,1
loh kok pake duit ane pikir indosat bakal dituker ama okehngoceh ke investor qatar asumsi investor qatar ud dibikin mabok ciu,1
pola pikir bodoh katanya bisnisman ternyata masih juga tolol ingin beli perusahaan yang merugi jokowi menunda beli karena lebih profit inves di infrastruktur beli freeport yang jelas untung dinyinyirin tapi otakmu yang kurang cerdas itu malah ngotot mau beli perusahaan merugi mahluk yang aneh dan jahat,3
apa untungnya ngurusin indosat mending buat yang lain heran saya,1
hmm kardus lah kira ndi,1
indosat aja makin tenggelem kok mau dibeli,1
setuju dengan sandi buat indonesia memegang kendali atas telekomunikasi di negara sendiri,1
sudah ada telkom bos,1
yang jual indosat siapa ya,1
kalau rugi kenapa kemarin ada yang janji mau buyback ya super duper aneh makanya yuk berpikir cerdas,1
pada masa itu masih oke masa skrg makin sedikit yang pakai indosat kita musti lihat kondisi terbaru sebelom beli,1
makanya kita perlu pemimpin yang visioner berpikir jauh k depan bukan hanya cuap di dpn tapi tidak tahu k dpn seperti apa bangun infrastruktur pakai hutang tapi merugi untungnya tahun lagi tentu bayar hutangnya pakai hutang lagi andai bisa pemimpin berpikir cerdas,1
semoga target sandiaga uno untuk buyback indosat dikabulkan dan kembali ke tanah air,1
bodo banget perusahaan rugi dibeli sudah bagus dulu dilepas,3
indosat itu sudah dalam posisi merugi buat apa dibeli balik buang buang duit sekarang sudah punya satelit nusantara,1
betul bro biarkal indosat berlalu,1
indosat itu vendor sama dengan telkomsel piye to bro kalau dia punya satelit sendiri itu kan hanya untuk dukung bisnis utamanya saja tidak ada hubungan satelit nusantara,1
ngapain ngotot indosat besarin aja telkom kan lama mati tuh indosat,1
setuju ngapain beli barang mahal,1
lah kirain sudah di beli sama pak joko ternyata belum,1
pak joko mana punya duit t kalo jv saratoga bosowa pasti punya lah duit segitu,1
pas jokowi nyapres belum bisa lihat data real nya sudah jadi presiden dan pegang data di kaji ulang dan bukan sesuatu yang musti di ambil tindakan secepatnya pak jokowi belum ada niatan buyback itu indosat sekarang pak sandi mau melakukan itu beliau cawapres lho belum pegang data real nya belum bisa itung itungan untung rugi nya,1
posisi kalau dibeli merugikan lbh baik kembangkan yang lain dengan satelit palapa yang baru ntar dibeli juga dibully beli perusahaan merugi,1
kalo belum bisa menguntungkan kenapa dibeli lagi toh investasi di bidang lain yang bisa menguntungkan negara masih banyak,1
justru indosat itu menguntungkan bodoh seperti telkomsel ruginya dimana coba yang ada untung dan untung karena sekarang era digital dan informasi,2
indosat rugi mulu ngapain di buy back,1
kinerja indosat sedang b brok mau dibeli lunasi hutangmu dulu asen presiden jokowi sudah meluncurkan satelit bri beberapa bulan yang lalu,2
what apa nilai tambahnya bagi indonesia tingkatkan saja qualitas dan coverage dari telkomsel lebih bagus dana sebanyak itu digunakan untuk hal lain yang lebih bermanfaat kualitas infrastruktur pendidikan dan kesehatan misalnya,1
trilyun itu harga minimal bos bisa naik bahkan berkali kali lipat kalau akusisi begitu bisa ratusan trilyun kalau akusisi jadinya mau pembohongan publik lagi mending kembangkan telkomsel,1
buat apa beli indosat msh dibawah telkom mending untuk alokasi infrastruktur lainnya cawapres tidak jelas kamu santai,1
iya pak daripada buat bangun tol ditengah hutan,1
komentar tertolol,2
kamu aja yang beli coba kasih contoh beli sesuatu yang merugi kemudian jadi untung,1
sekarang ini indosat perusahaan yang sedang mengalami kerugian untuk apa dibeli,1
jika bersatu mengumpulkan dana apakah kita bisa mengembalikan indosat ke indonesia,1
hal yang tidak perlu mending beli saham tsel dari singtel,1
naiknya fortuner hitam didalam mobil ada orang orang nyeletuk berapa bayar tol ribu wik mahal amat ya bukalah hp lalu curcol deh ke ondel tol mahal direzim ini nah begitu kiranya keadaan sesungguhnya,1
nih orang kerjanya selalu nyinyir pemerintah trus apa kerjanya di dpr,1
sudah terbukti adanya tol menurunkan jumlah kecelakaan kalo bisa lebih cepat sampai setengah waktu perjalanan non tol mending bayar lebih mahal tidak apa apa kali bisa lebih cepat ketemu keluarga,1
katanya tol nya mahal tapi kok pak polisi sampai mengatur strategi oneway untuk perjalanan berangkat pulang mudik brati peminatnya banyak dong lantas masyarakat mana yang teriak tol nya mahal self reminder,1
adanya ribuan kamu jalan tol baru sangat membantu pengguna jalan lama antar propinsi yang kini menjadi lebih longgar lebih nyaman dan tetap gratis,1
zonk kosong nyaring bunyinya,1
akal an zonk aja tidak ada yang curhat orang gemblung tea,1
yang curhat siapa dulu nih om,1
naik motor aja kalau toll dirasa mahal jakarta sby paling habis rb pp berdua cuma rb istirahat di spbu atau barak tni polisi gratis,1
penerapan tol di jalan raya bebas hambatan bagi saya merupakan skema pembiayaan infrastruktur yang adil prinsipnya hanya pengguna yang membiayai pembangunannya mereka yang mau pakai berarti setuju ikut membiayai pembangunannya sebaliknya mereka yang tidak mau pakai jalan tol janganlah merasa ikut membiayai pembangunannya,1
dalam kondisi lebaran lewat jalan non tol jauh lebih lama capek bbm lebih boros sering mampir indomart numpang pipis gratis tapi semua turun ambil es krim mahal mana zonk,1
bapak fz saya mau curhat tol mahal nih masa tol ratusan ribu saya aja beli mobil ratusan juta masa mahalan tol dari mobil nya ups keceplosan iya satu lagi bapak fz masa saya lewat tol bayar tol plus bensinnya lebih murah dari pada lewat jalan non tol yang tidak bayar tol tidak adil kan,1
tol itu mahal menurut siapa paling tidak kita diberi pilihan mau lewat tol bayar dan didiskon dengan adanya tol yang pada punya uang bisa milih lewat tol sehingga pantura tidak mecet becak motor bisa leluasa lewat arus lalu lintas tidak padat ada tidak kalo gitu tol manfaatnya bagi yang tidak gunakan tol kecelakaan menurun jalan rusak jadi berkurang arus tidak padat zonk mikirnya sampai kesini tidak kalo kena macet bisa jam kalo tidak kena macet via tol jam konsumsi bbm nya sama tidak zonk kalo jam makan sekali kalo jam bisa makan x biaya makan untuk perjalanan sama tidak zonk belum kalo harus nginap dihotel sekeluarga dan banyak lagilah kalo dijabarin,1
lah orang otaknya zonktor itu bukan otak manusia pada umumnya tapi otak udang jadi jangan harap maklum,1
dulu sebelum ada toll trans jawa setiap ke sby bawa mobil pasti harus nginap malam di jalan karena letih nya lewat jalan arteri biaya nginap di hotel untuk keluarga orang skitar rb hotel kelas melati dengan bayar toll skitar rb an jakarta sby tanpa harus nginap di jalan maka saya pikir biaya toll termasuk murah belum lagi tambahan biaya lainnya di jalan pasti bertambah akibat nginap malam,1
seperti biasa cari kesalahan orang macam banyak yang suka sama doi,1
keluarga nya apa tidak malu ya di hina rakyat seperti ini,1
saya sudah biasa di hina memang saya hina kok kata mr fz jadi kalian itu salah kalo menghina orang yang sudah hina nambah dosa mending doakan dia segera bertobat dan kembali ke jalan yang benar,1
buntelan bagong bikin ribut aja,1
terimakasih pak jokowi surabaya solo Cuma jam sangat berguna toll nya hemat waktu jam di jalan,1
wkwk mahal dari mana dodol itu sih murah itung lah perkilo meter sekolah bayar pake daun kamu wan wkwk,3
seperti biasa bicara tanpa data,1
ini dewan lulusan mana iya ampun bisanya cuma nyinyir tahu tidak zonk berapa biaya perkilometer jakarta sby tidak lebih dari rp jakarta sby lebih kurang kilometer mahal dari mana jangan cuma bisa provokasi dengan data biaya tol jakarta sby rp terang aja kesannya mahal karena biasanya bayar tol dalam kota jakarta Cuma rp tol jor tidak lebih dari rp jadi tolong jangan provokasi kritik pemerintah tidak ada salahnya tapi harus yang cerdas,1
setelah tahun lamanya sejak jaman gubernur belanda deandles baru terlaksana pembangunan tol trans jawa oleh jokowi sejarah dunia mencatatnya soal mahal murahnya tarif tol relatif yang penting tol itu telah ada real bukan wacana rencana di meja rapat,1
zon tolong sampaikan terimakasih kepada presiden jokowi berkat ada toll saya mudik dari bdg lancar karena pada pindah ke toll yang biasa lewat selatan,1
ya kalau boleh ikut nimbrung ada baiknya para wakil saya ini mulailah mengurangi tunjanganya kalo gaji ambil saja deh memang hak dia sebagai wakil rakyat kan sebagai bentuk solidaritas wakil rakyat kepada atasanya baca rakyat sebagai wakil rakyat ada baiknya kita sebagai atasanya baca rakyat boleh dong menilai kinerja mereka dari situ baru kita bisa tentukan appraisal yang layak dan cocok bagi para wakil rakyat kita ini selama tahun kemarin angka kehadiran anggota dewan wakil rakyat ini sudah berapa persen ya lalu fungsi legislasi mereka sudah berapa persen terselesaikan ini nanya lho saya lah saya tidak terinfo mengenai kinerja wakil saya lho tapi benerkan ya posisi wakil kan selalu di bawah setelah pemimpinya ya atau sudah dibalik,1
trusss kamu mau apa zonk buat puisi dasar kepompong kamu zonk,1
anda merasa tarif toll mahal jangan lewat toll donk jalan biasa juga ada tapi beradu macet lebih lambat dan banyak hambatan kalo mau lebih cepat dan nyaman bayar lebih tidak ada yang maksa harus lewat tol kok mbak anda merasa tiket pesawat mahal bisa pilih naik kereta bus kapal atau mobil lebih murah lebih lama dan kurang nyaman dimana didunia ini kalo mau lebih cepat lebih nyaman ya harus siap bayar lebih jangan minta subsidi kalo mau yang murah disubsidi ya ikutan bermacet ria simple kan,1
ingin murah lagi bilangin om suruh ngesot saja,1
alumni demo bawaslu akan mengadakan demo akbar jilid untuk menurunkan tarif tol mahal,1
yang complaint mahal tidak usah pakai tol gitu aja kok repot pasti kerjaan pendukung ini,1
akui saja memang skrg serba mahal bayar listrik mahal pesawat mahal tol mahal jangan buta mata buta hati bro kritik kan boleh yang tidak boleh itu hoak misalnya harga listrik turun tiket pesawat turun tenaga kerja dari cina turun drastis ekonomi meroket dolar rb tidak impor saat panen itu contoh hoak lho ya,2
mahal kalau untuk ukuran kantong kamu,1
mahal itu relatif bandingkan dengan kondisi sekitarnya dengan negara lain kenaikan harga bandingkan dengan kenaikan pendapatan faktanya secara statistik pertumbuhan tingkat pendapatan lebih tinggi dari tingkat inflasi jadi netnya positif jangan karena dengki membutakan mata hati,1
hebat anda bisa menilai orang dari kalimatnya bagaimana kalau ada pengamat ekonomi bilang tarif listrik naik dan mahal apakah mrk miskin coba komen yang cerdas sdikit agar komennya berbobot komen anda mencerminkan kalau anda kurang ide dalam membalas komen saya dan bisa saya bilang anda bodoh,3
harga tiket pesawat turun gaji pilot sama crew harus naik avtur ikutin harga internasional harga tol dan listrik tidak boleh naik tapi gaji pegawai harus naik umr harus naik tiap tahun tidak naikkin gaji umr pekerja pada kabur kerja di ln dibilang tidak nasionalis dollar turun pengusaha tidak mau expor karena rugi devisa melorot kalian ngomel lagi susah berargumen sama tk kritik coba kasih solusi yang mau nombokin siapa mbak tolong dijawab tidak ada pun keputusan bisa menyenangkan semua pihak tapi saat ini pembangunan keliatan dimana jadi pliss jangan cuman bisa kritik kalo jago coba kasih saran harus bagaimana kali cuman kritik mah anak sd juga bisa,1
salah tugas pemerintah itu mensejahterakan rakyatnya kalau buat kenaikan gaji pgawai tiap taun umumnya pake rumus inflasi pertumbuhan ekonomi sedangkan kenaikan harga pesawat hampir x nya contoh jakarta bpn akhir paling murah rb tiba awal tahun naik jadi juta tarif listrik juga sama naiknya bertahap tapi bertahapnya setiap bulan bukan pertaun yang ngikutin kenaikan gaji karyawan skrg bayar listrik x dari sebelmnya inilah yang menyebabkan daya beli masyarakat menurun sedangkan pergerakn ekonomi dari daya beli rumah tangga cukup significan berpengaruh pd pertumbuhan ekonomi begitu gan jangan asal komen tapi anda kurang wawasan dan boleh saya bilang anda masih bodoh,3
coba pertemukan saya dengan yang mengeluh tarif tol mahal halo bung fadli kok diam,1
parah kubu mental nasi bungkus,1
jalan kaki saja biar murah,1
gratis zon kamu kan suka gratisan gratis korupsi fasiltas negara buat keluargamu jangan sampai kamu terlihat lewat dan jangan lewat jalan toll,1
