Kalimat;label
kualitas indosat jaringan amburadul bos, ke papua gi sana kalau ada sinyal indosat, harusnya tu pikir bagamana bisa membeli seluruh saham telkomsel dari singtel, krn sahamnya telkomsel separoh masih dimiliki asing,otak woi mikir.;1
Rakyat mana yg seneng buyback indosat dilakukan? Cuma buat gimik aja seolah2 jokowi ga menepati janji dan dia sanggpu buyback, pdhl kenyataannya indosat ga layak dibeli kembali..;1
Wacana buyback krn yakin tdk mgk menang;1
"Indosat yang dulu dijual sama ""emak""nya Jokowi di Moncong Putih? apa ga ada urusan lain bang sandi?";1
Perusahaan yang sudah rugi mau diambil lagi. Mirip seperti Prabowo membeli PT. Kiani Kertas yang terlilit hutang.;1
buy back utk dijual lagi? kan bisnis bang sandi spt itu...;1
Dulu INDOSAT di jual siapa ya PRESIDENNYA?;1
Palsuuuuuuuu;1
jokowi tdk memprioritaskan buy buck indosat tentu dgn pertimbangan matang, kt sudah punya telkomsel yg jauh lbh sehat, buat apa membeli perusahaan yg sedang payah hanya untuk menyenagkan rakyat, itu bukan gaya jokowi..,;1
Waduh ... katanya pemilik perusahaan investasi, masa sekelas Sandi ga baca prospektus ISAT sih .... sahamnya jadi bahan gorengan bandar. Makanya Jokowi ga jadi beli.� Nilai segitu jauh lebih bagus di investasikan ke telkom ngapain negara punya 2 perusahaan yg sama bisnisnya;1
Jokowi prioritas ke Freeport�;1
kalo jual beli saham 9,9 T... broker feenya berapa yah?;1
indosat jelek aja dibuyback.. tak adakah pesusahan lain yg lebih profit??;1
Buat apa beli....sdh rugi itu;1
Keuntungan unt kita kalo buy back Indosat apa??;1
Perasaan tiap tahun RI nambah hutang sampe ratusan trilyun. Ko ngga dilaksanain jg janjinya pa jokowi.�;1
Namanya juga ingin narik perhatian Publik, tapi tidak tepat sasaran di kirain rakyat indonesia ini mudah dikibulin, sory saja pak Sandi, saya tidak pilih ente karna ente kurang paham pada negeri ini.;1
sandi dodol, gak tanya kenapa Pak Jokowi masih belum buyback indosat? pasti ada perhitungan dong. si sandi ini cuman mo cari suara aja, dia sendiri bilang diusahakan, bukan pasti beli balik.;3
mending saham saratoga lo buy back. abis di lego kemaren buat modal.;1
Mendingan perkuat telkom dan telkomsel;1
Belum apa2 saja sudah mau hutang 10 T bagaimana nanti, kayaknya lebih parah;1
ngapain beli indosat...providernya kalah jauh dari telkomsel, kalau masalah satelit...mending beli baru...BRI saja satelitnya harga 2,5 T...kenapa harus keluar 9,9 T?;1
Kalo mslh gini bang sandi emg jagonya ...;1
2 CEO Indosat nya saja MUNDUR berturut turut ? Coba kenapa ? Kalau sampai se kelas Sandi sampai nggak tahu soal itu ? Patut dipertanyakan kredibilitasnya. Pengalaman membuktikan ... Taxi Express yg Sandi pernah memilikinya, Manajemen nya saja pernah MUNDUR SERENTAK dan Sandi nggak pernah bisa meng GELIATKAN nya lagi bagi PEMENANGAN di kondisi per taksian ? Sekarang JANJI mau beli Indosat ? Cuman senyum saja.;1
Buat apa di ambil kl merugikan ? Aduh ga mikir nih orng jngn cm mau nyari simpati aja dong �!!!;1
Bego yg setuju sandi...;3
nyungsep yg setuju sama komen elu bong...;1
KAMPRET Penyembah Si Sandiwara Gemblung memang Dungu bin Bahluuull !!!;3
Biasa deh bo'ong biar kepilih;1
Mau sandi kek atau jokowi, tetep jng beli isat. Perush udah ngap2an gtu. Core bisnis nya udah ga bagus. Org sms sekrg pake WA, telpon jg pake WA. Nasib operator selular diujung tanduk kok malah buy back;1
Hah 9,9 T. Hebat nya Indosat apa sih? Kalau di beli untung nya apa?� Mending buat satelit sendiri yg bisa buat biaya internet murah. Hanya karena politik aja semua cari muka.�;1
Kenapa tidak Sandi 😀😀😀;1
9,9T duit dari Hutang juga Sandiwara gemblung;1
kalu jagonya hutang ya junjunganmu kui bong ha ha ha;1
Jadi inget perusahaan yg meninjeksi mikroba ke sungai yg warnanya item di jakarta, yg punya perusahaannya adalah asisten FZ;1
Ini orang mendingan maen lenong deh, kerjanya sandiwara melulu.;1
Masalahnya indosat itu ga semenguntungkan dulu, gapain maksain tepati janji jika ga menguntungkan. 9.9 mending bikin satelit;1
dulu waktu untung kenapa ga di buyback sama junjunganmu bong? sekarang pertumbuhan ekonomi ga tercapai baru lu ngoceh mending bikin satelit...ebong mah prinsipnya labil,omongannya ga bisa di pegang..kayak gini mau lanjut 2periode? ..no way....ahahaha;1
janji bangun stadion sekelas old traford aja tdk dipenuhi. Gmn mau dipercaya ?;1
Nonton berita mkanyo bong, udah groundbreaking, jgan dikolam ka;1
Bung Sandi harusnya tau masalahnya bukan sanggup atau ga sanggup ... tapi apa valuenya buat negara. Kl itu sangat strategis, saya yakin sekarang juga dibeli.�;1
9.9 trilyun buat beli perusahaan rugi, yang nantinya bakalan head-to-head sama telkom? Yg bener aja bos?�;1
Perusahaan rugi kok di beli.... dasar bego...;3
Satelit indosat udah gak canggih, ngapain dibeli sahamnya;1
Tujuannya apa?, ini perusahaan rugi, lebih baik investasi dibidang lain. Telkomsel saja diperbesar toh milik sendiri.;1
Masa aktif Satelit indosat kapan berakhir?;1
Indosat rugi mau di beli...;1
Terus kenapa ya dulu Jokowi janji mau buyback Indosat ya? Klo Jokowi yg janji boleh diingkari? Klo Sandi yg janji serasa dibohongi?;1
Ya itu karena ternyata hitungan nya rugi makanya ga jd di ambil , bnyk baca berita yah !!!;1
Ya kondisinya sudah beda mas. Makanya banyak baca biar pinteran dikit. Jangan asal koment tapi malah malu-maluin. Wekekekekekekekekekekekekekekekek..;1
Harusnya kamu yang jadi wakil pak jokowi om sandiiiiii;1
Suruh telkom yg beli;1
Indosat ...jaringan nya payah... Masuk gedung sinyal ilang... di dalem rumah sinyal idup mati... apa yg di banggain... Beli barang bekas... Gak berguna...�;1
Hp gw iphone X. BTS indosat ada di sebelah rumah gw. Baru jalan 70mtr dari BTS, sinyal 3G aja udah ngap-ngapan. Apalagi 4G...;1
Bego.... perusahaan rugi kayak gitu kok di beli??? Mendingan beli satelit baru, bikin perusahaan baru... emang kalau gak ada indosat gak bisa telp ?;3
Ngerti ga sih saham yg di bursa itu ga sama dengan saham di perusahaan XD;1
Ngapain beli perushaan rugi ?;1
Indosat lagi rugi kok malah di beli;1
apain beli perusahaan rugi....kemarin jokowi prioritas untuk rakyat dulu daripada gengsi...;1
Goblok, barang rongsokan usang di kejar.�;3
perusahaan rugi dibeli.. oooonnn koq dipiara ya demi kemenangan jabatan doang.. yang kaga ngerti mah ngerasanya bener.. yg ngerti mah tau ini cuman sandiwara alias sinetron buat bikin pendukungnya terbuai.. akhirnya asset negara kembali.. asset negara yg rugi guoblokk bukan macam freeport yang untung;3
Indosat lagi rugi makannya di jual lagi ke investor qatar kemaren kan mayoritas dipegang siangapore dan ditawarkan ke indonesia tapi pak jokowi gak mau karena indosat lagi rugi 1triliun lebih;1
dari pada buy back..� mending foll back 😁;1
Setuju kalau janji beli Indosat gak usah di tunaikan, kenapa? karena dulu waktu debat kaitannya dengan satelit, dan slot orbit dikuasai Indosat, jadi masih masuk akal beli Indosat buat satelit. Tapi slot satelit Indosat Palapa C2 sudah diambil alih oleh BRIsat milik Bank BRI, dimana pemerintah Indonesia dikasih jatah beberapa transponder. Slot orbit geostasioner satelit itu terbatas jumlahnya, apalagi yg diatas atas masih dekat dengan negara, itu nilai strategisnya yg penting bagi pemerintah manapun. Jadi ngapain beli Indosat?;1
Aja ladeni bang.. janji adalah janji..hrs ditepati. Rebut kembali bang miliki kita yg dulu dijual sama moncong putih;1
kolor bekas pake bapak lo di buy back aja mau ga?;1
Kalo yang ngomong tukang mebel gue gak yakin;1
Kalo 9T kayanya kecil membeli dgn apbn, tp kenapa dari kemarin2 ngga di buy back? Apakah saham ISAT lagi tidak menguntungkan? Atau ada alasan lain? Kenapa indonesia kemarin malah ngeluncurin satelit sendiri bukanya beli saham ini;1
Beli kembali aja tanah yang di miliki wowo..�;1
Mending beli lagi saham saritoga hahaha;1
Ada telkomsel ngapain beli indosat.. yg merugi setiap tahun.. waduhh...�;1
akibat jual2 aset negara.;1
Hahahhaa isu buyback indosat diangkat2 lg...pembodohan ini nama nya...ngapain beli2 perusahaan yg jelas2 malah ngerugiin keuangan negara;1
Kebanyakan makan tempe setipis atm sih.. Piara tuh sapi bisa gemuk.. Bego dipiara;3
Biar tekor asal kesohor...Ud gt aja;1
ngapain juga beli ISAT, satelit ud puluhan tahun, mending ganti satelit baru...masa iya mo beli satelit usang...diiih bego ga ketulungan;3
Apa untungnya beli Indosat, cuma dompleng beken doang.... #woles;1
Majukan telkomsel... tingkatkan jaringn satelit.. lebih bermanfaat banyak buat rakyat.;1
Mundur kotanya.. Gila warganya..;2
Perusahaan rugi terus kok mau dibeli? Payah lu;1
Beli indosat lagi buat apa? Orang yang pakai indosat aja jarang, Banyakan telkomsel dan XL;1
Gk pnting san kini kita sdh pnya Palapa ring yg jauh lbih canggih BRI punya Satelit sndri itu tdk pnting;1
Indosat udah rugi mulu ngapain dibeli lagi klo murah sih gpp....10T mending buat besarin telkom /telkomsel;1
sebenarnya tujuan buyback Indosat itu untungnya apa??!! cuman karena ada nama Indo di depannya?! dendam karena dulu yang jual bu Mega?! ditagih terus karena yang janji pak Jokowi?! atau karena apa?! perusahaan rugi terus malah diuber uber buyback, giliran Anker Bir perusahaan sehat malah diuber uber minta dijual, biasakan berpikir logis;1
Mending beli satelite bos ..� bego di piara . Kambing di piara bisa gemuk;1
lagak loe kayak lebih kaya dari sendi aja... loe pikir dia sebodoh itu mau beli indosat?? loe aja oon kena tepu;3
Meminjam bahasa anies, beli indosat dimana unsur pembangunannya? Malah bikin investasi rugi sih? Udah benar cara jokowi, siapin satelit buat telkom, desak indosat ke titik paling rendah. Tar indosat bubar bangkrut atau jual sahamnya diobral dengan harga yang jauh lebih murah. Ajaib kan koalisinya. Saham yang menguntungkan mau dilepas, saham yang rugi malah mau dibeli. Kebalikannya orang normal yang cari saham berprospek menguntungkan.;1
GOBLOK lo� itu yg beli perusahan� asing singaparna .wkwkwk. ini masalah WIBAWA Citra indonesia.;3
Beginilah tipe org yg sdg cr pencitraan tdk berfikir pjg...bs nya ngebodohin dan membohongi rakyat sj;2
Namanya juga kampret otaknya kebalik, jadi cara berfikinya juga terbalik;3
Orang butuh makanan.. emang citra bisa dimakan ??;1
Bukalah datanya....baru mengerti lah anda...barang mana yg patut dibeli atau tidak...yg ini tidak...;1
Beli aja pake uang mami nak;1
kalau 9.9T saja gak sanggup apalagi mimpin Indonesia yg punya tanggungan ribuan T. forget it dah.;1
Hanya 9,9 triliun, kecil bagi indonesia...tinggal ngurangin budget infrastruktur yg di atas 400triliun ga kerasa tu mah...kl sandi terpilih mudah utk tepati janji beli indosat, sy pikir 90triliun ternyata hanya 9triliunan sj ..;1
krn Jokowi tahu beli Indosat sama aja beli rongsokan bro.� Dia mmg janji, tapi gak mau lakukan secara buta merugikan rakyat.� Ente lulus SD gak ?;2
Dasar sampah klo RI beli satelit sendiri biaya ya lebih murah. Lagian indosat lagi rugi triliunan makanya di jual ke investor qatar;1
Pikiran tuo lol.. infrastrukur lebih penting. Buy back isat cuma buat gengsi politik.. Emang orang nyebrang sungai bisa pake handphone.. tuo lol;1
Baca yg jelas lagi ya.;1
Tapi rugi, indosat dulu dan sekarang beda, sekarang not worthed;1
Capek deh, ini orang cuma mau bego2in rakyat aja.�;2
apakah dengan membeli kembali indosat rakyat miskin bisa kenyang? apakah dengan mengambil kembali indosat rakyat miskin bisa punya penghasilan lebih? apakah dengan membeli indosat rakyat miskin bisa jd kaya mendadak? dan apa dengan membeli indosat nih negara bisa jadi super power? pikir itu pakai otak dah ga usah ngeyel melulu minta beli ini minta beli itu yg terakhir hanya sebagai pembuangan dana yg ga berguna;1
Indosat saat ini tidak sehat kenapa harus buy back;1
Buat apa sih buyback perusahaan yg merugi terus;1
Beli sahamnya dulu dong ah...;1
Keknya ada yg janji buy back Indosat deh.�;1
Perusahaan yang sudah rugi� Gw aja malas pake indosat�;1
Daripada beli indosat, bikin aja operator baru untuk bersaing dengan indosat, lumayan bisa buka lapangan kerja baru...;1
Bismillah prabowo sandi presiden rakyat indonesia;1
Apa aspek strategis dan bisnisnya kalo mau buyback ? Momentnya dah lewat. Cek dulu performance perusahaannya saat ini.....jgn hanya move politik aja.;1
Kinerja nya bagaimana? Kalau merugi ngapain juga dibeli;1
Berarti kl dibeli sesama BUMN Telkom sama Indosat maen sikut2an dong?? Wong maennya dibisnis yg sama.;1
Seorang investor yang cerdas tahu saat untuk menjual dan saat untuk membeli saham. Hanya orang yang punya nafsu pencitraan dan sandiwara yang mengabaikan untung-ruginya buy back Indosat.;1
Kalo mau jujur coba suruh perusahaan investasi saratoga yg suka akuisisi perusahaan2. Suruh saratoga kaji apakah indosat menguntungkan utk dibeli atau cuma utk mengompori rakyat lugu yg ga tau kondisi keuangan indosat;1
Hahahahaa. Kalo cuma ngitung doang sih bisa pak. Duitnya pake daon ya..;1
saya kira belum saatnya, mngkn tunggu 2 periode, klo jadi....;1
Ngapaen beli saham rugi . Sandi ada saham publik nya yah? Biar bisa goreng ?? Hahahaha;1
Ngapain beli perusahaan yg mau ambruk dasar dungu;1
Loh kok pake duit??ane pikir indosat bakal dituker ama okehngoceh ke investor Qatar??(asumsi investor Qatar ud dibikin mabok ciu);1
Pola pikir bodoh. Katanya bisnisman ternyata masih juga tolol pengen beli perusahaan yg merugi. Jokowi menunda beli karena lebih profit inves di infrastruktur. Beli freeport yg jelas untung dinyinyirin tapi otakmu yg kurang cerdas itu malah ngotot mau beli perusahaan merugi. Mahluk yg aneh dan jahat.;3
Apa untungnya ngurusin indosat. Mending buat yg lain. Heran gue...;1
Hmm.. 10 Kardus lah kira2 ndi;1
Indosat aja makin tenggelem, kok mau dibeli?;1
Setuju dengan sandi..buat Indonesia memegang kendali atas telekomunikasi d negara sendiri.;1
Udah ada telkom bos.;1
yang jual Indosat siapa ya?;1
klo rugi knp kmrn ada yg janji mau buyback yaa...???super duper aneh...makanya yuk #berpikircerdas;1
Pada masa itu masih ok. Masa skrg makin sedikit yang pakai indosat. Kita musti lihat kondisi terbaru sebelom beli;1
makanya kita perlu pemimpin yg visioner...berpikir jauh k depan...bukan hanya cuap2 d dpn tp ga tahu k dpn spt apa...bangun infrastruktur pakai hutang tp merugi,untungnya 20 thn lg,tentu bayar hutangnya pakai hutang lg...andai bisa pemimpin #berpikircerdas;1
Semoga target Sandiaga Uno untuk buyback INDOSAT dikabulkan, dan kembali ke Tanah Air;1
BODO banget..perusahaan rugi dibeli..udah bagus dulu dilepas;3
INDOSAT itu sudah dalam posisi merugi, buat apa dibeli balik??? Buang buang duit, sekarang sudah punya Satelit Nusantara 1;1
Betul bro, biarkal Indosat berlalu..;1
Indosat itu vendor sama dg telkomsel piye to bro...kl dia punya satelit sendiri itu kan hanya utk dukung bisnis utamanya sj, ga ada hubungan satelit nusantara 1..;1
Ngapain ngotot indosat, besarin aja telkom kan lama2 mati tuh indosat;1
Setuju ngapain beli barang mahal;1
Lha kirain udah di beli sama Pak Joko..ternyata belum.;1
pak Joko mana punya duit 10T. kalo JV Saratoga-Bosowa ... pasti punya lah duit segitu.;1
pas jokowi nyapres belum bisa lihat data real nya...udah jadi presiden dan pegang data, di kaji ulang dan bukan sesuatu yang musti di ambil tindakan secepatnya...pak jokowi belum ada niatan buyback itu indosat. sekarang...pak sandi mau melakukan itu...beliau cawapres lho...belum pegang data real nya belum bisa itung - itungan untung rugi nya.;1
Posisi klo dibeli merugikan,lbh baik kembangkan yg lain dg satelit palapa yg baru. Ntar dibeli jg dibully beli perusahaan merugi�;1
Kalo belum bisa menguntungkan kenapa dibeli lagi? Toh investasi di bidang lain yg bisa menguntungkan negara masih banyak....�;1
Justru indosat itu menguntungkan bodoh seperti telkomsel, ruginya dimana coba, yg ada untung dan untung krn skg era digital dan informasi...;2
Indosat rugi mulu ngapain di buy back;1
Kinerja Indosat sedang b*brok mau dibeli? Lunasi hutangmu dulu Asen. Presiden Jokowi sudah meluncurkan satelit BRI beberapa bulan yang lalu.;2
what??? apa nilai tambahnya bagi Indonesia? tingkatkan saja qualitas dan coverage dari telkomsel... lebih bagus dana sebanyak itu digunakan untuk hal lain yang lebih bermanfaat, kualitas infrastruktur pendidikan dan kesehatan misalnya.;1
9,9 Trilyun itu harga minimal bos.. bisa naik 2 bahkan berkali kali lipat klo akusisi bgitu bisa ratusan trilyun klo akusisi jadinya. mau pembohongan publik lagi.. mending kembangkan telkomsel;1
BUAT APA BELI INDOSAT MSH DIBAWAH TELKOM, MENDING UNTUK ALOKASI INFRASTRUKTUR LAINNYA, CAWAPRES GA JELAS LU SAN;1
iya pak drpda buat bangun tol ditengah hutan;1
Komentar tertolol�;2
Ente aja yg beli coba, ksh contoh beli sesuatu yg merugi kemudian jd untung;1
Sekarang ini Indosat perusahaan yang sedang mengalami kerugian, untuk apa dibeli ?;1
jika bersatu mengumpulkan dana .... apakah kita bisa mengembalikan INDOSAT Ke Indonesia 😄;1
hal yg ga perlu... mending beli saham tsel dari singtel...;1
Naiknya fortuner hitam, didalam mobil ada 4 orang.. 1 orang nyeletuk, berapa bayar tol? 660 ribu.. Wik mahal amat ya.. Bukalah hp lalu curcol deh ke ondel2, tol mahal direzim ini... Nah begitu kiranya keadaan sesungguhnya...�;1
Nih orang kerjanya selalu nyinyir Pemerintah. Trus apa kerjanya di DPR?�;1
sudah terbukti adanya tol menurunkan jumlah kecelakaan. kalo bisa lebih cepat sampai setengah waktu perjalanan non tol mending bayar lebih mahal gpp kale. bisa lebih cepat ketemu keluarga.;1
Katanya tol nya mahal ? Tapi kok pak polisi sampe mengatur strategi oneway untuk perjalanan brgkt-pulang mudik, brati peminatnya banyak dong ? Lantas masyarakat mana yg teriak tol nya mahal ? *Self reminder*�;1
ADANYA RIBUAN KM JALAN TOL BARU, SANGAT MEMBANTU PENGGUNA JALAN LAMA ANTAR PROPINSI YANG KINI MENJADI LEBIH LONGGAR, LEBIH NYAMAN DAN TETAP GRATIS.!!.;1
Zonk kosong nyaring bunyinya;1
akal2an zonk ja gak da yg curhat. wong gemblung tea;1
yang curhat siapa dulu nih om ?;1
Naek motor aja klo toll dirasa Mahal, jkt-sby Paling habis 350rb PP, berdua cuma 175rb, istirahat di spbu atau Barak tni /polisi gratis;1
Penerapan tol di jalan raya bebas hambatan bagi saya merupakan skema pembiayaan infrastruktur yang adil. Prinsipnya hanya pengguna yang membiayai pembangunannya. Mereka yang mau pakai berarti setuju ikut membiayai pembangunannya. Sebaliknya, mereka yang tidak mau pakai jalan tol janganlah merasa ikut membiayai pembangunannya.;1
dalam kondisi lebaran lewat jalan non tol jauh lebih lama, capek, bbm lebih boros, sering mampir indomart numpang pipis gratis tapi semua turun ambil es krim, mahal mana zonk? 😂;1
Bapak FZ saya mau curhat. tol mahal nih.. masa tol ratusan ribu.. saya aja beli mobil ratusan juta.. masa mahalan tol dari mobil nya? ups keceplosan.. 😋 oya satu lagi bapak fz.. masa saya lewat tol bayar tol plus bensinnya lebih murah dari pada lewat jalan non tol yg ngga bayar tol? ngga adil kan? 😓🤔😅;1
⁣⁣tol itu mahal...menurut siapa? paling tidak kita diberi pilihan mau lewat tol bayar dan didiskon 15%...dengan adanya tol yg pada punya uang ...bisa milih lewat tol sehingga pantura tidak mecet..becak..motor bisa leluasa lewat...arus lalu lintas tdk padat...ada gak kalo gitu tol manfaatnya bagi yg tidak gunakan tol ??? kecelakaan menurun ...jalan rusak jd berkurang....arus tdk padat...zonk ..mikirnya sampai kesini gak....kalo kena macet bisa 12 jam kalo gak kena macet via tol 5 jam konsumsi BBM nya sama gak zonk ?? kalo 5 jam makan sekali kalo 12 jam bisa makan 2x biaya makan utk perjalanan sama gak zonk ??? bbelum kalo harus nginap dihotel sekeluarga dan banyak lagilah kalo dijabarin....;1
lha wong otaknya zonktor itu bukan otak manusia pada umumnya tp otak udang. Jd jangan harap maklum 😁😁😁;1
Dulu sblm ada toll trans jawa setiap ke Sby bawa mobil pasti hrs nginap 1 malam di jalan karna letih nya lwt jln arteri. biaya nginap di hotel utk 1 keluarga (4org) skitar 350 - 400rb (hotel kelas melati). dg bayar toll skitar 650rb an jkt - Sby tanpa hrs nginap di jalan maka sy pikir biaya toll tmsk murah blm lg tambahan biaya2 lainnya di jalan pasti bertambah akibat nginap 1 malam.;1
Seperti biasa cari kesalahan orang,, macam banyak yang suka sama doi;1
Keluarga nya apa gk.malu ya di hina rakyat seperti ini?;1
Saya udah biasa di hina. Memang saya hina kok. Kata mr FZ. Jadi kalian itu salah kalo menghina orang yang sudah hina. Nambah dosa. Mending doakan dia segera bertobat dan kembsli ke jalan yg benar.�;1
Buntelan bagong bikin ribut aja;1
TERIMAKASIH PAK JOKOWI.... SURABAYA - SOLO cm 2 jam. Sangat berguna Toll nya. Hemat waktu 4 jam di jalan.;1
Wakakakakak..... Mahal dari mana dodooolll.... Itu sih murah. Itung lah perkilo meter. Sekolah bayar pake daun ente wan. Wkwkwkwkwkwk.....;3
seperti biasa bicara tanpa data;1
Ini dewan lulusan mana iy? Ampun bisanya cuma nyinyir tau gak zonk brp biaya perkilometer JKT-SBY gak lebih dari Rp. 850,- JKT-SBY lebih kurang 781,9 kilometer mahal dr mn jgn cuma bisa provokasi dengan data biaya tol JKT-SBY Rp 660.500 terang aja kesannya mahal karena biasanya bayar tol dlm kota jkt cm Rp 9.500 tol jor gak lebih dari Rp. 30.000 jd tolg jgn provokasi kritik pemerintah gak ada salahnya tp hrs yg cerdas;1
setelah 200 tahun lamanya sejak jaman Gubernur Belanda Deandles, baru terlaksana pembangunan Tol Trans Jawa oleh Jokowi.. Sejarah dunia mencatatnya... soal mahal murahnya tarif tol relatif, yang penting tol itu telah ada real bukan wacana rencana di meja rapat.;1
Zon tolong sampaikan terimakasih kepada Presiden Jokowi berkat ada toll saya mudik dari Bdg lancar , karena pada pindah ke toll yg biasa lewat selatan.�;1
ya kalau boleh ikut nimbrung. ada baiknya para wakil saya ini mulailah mengurangi tunjanganya. kalo gaji ambil saja deh. memang hak dia sebagai wakil rakyat kan. sebagai bentuk solidaritas wakil rakyat kepada atasanya (baca:rakyat) sebagai wakil rakyat, ada baiknya kita sebagai atasanya (baca:rakyat) boleh dong menilai kinerja mereka. dari situ baru kita bisa tentukan appraisal yang layak dan cocok bagi para wakil rakyat kita ini. selama 5 tahun kemarin, angka kehadiran anggota dewan wakil rakyat ini sudah berapa persen ya? lalu fungsi legislasi mereka sudah berapa persen terselesaikan? (ini nanya lho saya, lha saya gak terinfo mengenai kinerja wakil saya lho). tapi benerkan ya, posisi wakil kan selalu di bawah setelah pemimpinya ya. atau sudah dibalik?;1
